Player_Id,Player_Name,DOB,Country_Name,Team_Id
460,Mustafizur Rahman,06-09-1995,Bangladesh,Kolkata Knight Riders
461,AF Milne,13-04-1992,New Zealand,Kolkata Knight Riders
462,Kuldeep Yadav,14-12-1994,India,Kolkata Knight Riders
463,T Shamsi,18-02-1990,South Africa,Kolkata Knight Riders
464,SM Boland,11-04-1989,Australia,Kolkata Knight Riders
465,DL Chahar,07-08-1992,India,Kolkata Knight Riders
466,P Dharmani,27-09-1974,India,Kolkata Knight Riders
467,RV Pawar,06-09-1979,India,Kolkata Knight Riders
468,KH Devdhar,14-12-1989,India,Kolkata Knight Riders
469,T Mishra,22-12-1986,India,Kolkata Knight Riders
